,Epochs,Learning_Rate,Batch_Size,Neurons,Dropout,Activation,Initializer,Regularizer,Normalization,Acc_train,Acc_val,Acc_test,f1,Precision,Recall,Optimizer
6277,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,1,0.676264226436615,0.6731141209602356,0.6731141209602356,0.8947720527648926,0.8786606788635254,0.9127599000930786,sgd_momentum
6278,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,1,0.6755383372306824,0.6750483512878418,0.676982581615448,0.9047278761863708,0.8900098204612732,0.9210819602012634,sgd_nesterov
6279,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,0,0.6761674284934998,0.6711798906326294,0.676982581615448,0.895634651184082,0.8793010115623474,0.9139671325683594,adam
6280,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,0,0.6759738564491272,0.6696325063705444,0.6750483512878418,0.8997976183891296,0.8861225843429565,0.9147579073905944,rms_prop
6281,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,0,0.6730220079421997,0.6735009670257568,0.675435197353363,0.8940631151199341,0.8722870945930481,0.918280839920044,sgd
6282,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,0,0.6751995921134949,0.6750483512878418,0.6746615052223206,0.8988986015319824,0.8769223690032959,0.92294579744339,sgd_momentum
6283,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,1,0.6283087313175202,0.6464216709136963,0.6510638356208801,0.8033683896064758,0.8968934416770935,0.7323902249336243,sgd_momentum
6284,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,he_normal,None,0,0.6749576568603516,0.6750483512878418,0.676982581615448,0.8957979679107666,0.8769509196281433,0.9164816737174988,sgd_nesterov
6285,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,1,0.6752479910850525,0.6731141209602356,0.6758220434188843,0.8996098041534424,0.8933895826339722,0.9066901803016664,adam
6286,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,1,0.6747156858444214,0.6731141209602356,0.6738878130912781,0.8968001008033752,0.8691926002502441,0.9273844957351683,rms_prop
6287,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,1,0.6755383491516114,0.6727272748947144,0.6762088894844055,0.8846852779388428,0.8757351636886597,0.8946985006332397,sgd
6288,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,1,0.6754899501800538,0.6750483512878418,0.6765957355499268,0.9064446687698364,0.901062548160553,0.9129371643066406,sgd_momentum
6289,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,1,0.6755383491516114,0.6738878130912781,0.676982581615448,0.9171058535575868,0.9016063809394836,0.9338299036026,sgd_nesterov
6290,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,adam
6291,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,rms_prop
6292,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd
6293,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_momentum
6294,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,1,0.6662956833839416,0.6727272748947144,0.6653771996498108,0.8996726870536804,0.8728012442588806,0.9292638301849364,sgd_nesterov
6295,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_nesterov
6296,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,1,0.6760222434997558,0.6723404288291931,0.675435197353363,0.9050257802009584,0.8977174758911133,0.9143688678741456,adam
6297,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,1,0.6757319092750549,0.6692456603050232,0.6762088894844055,0.8955291509628296,0.8777715563774109,0.9149003028869628,rms_prop
6298,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,1,0.6762158155441285,0.6727272748947144,0.6719535827636719,0.8953000903129578,0.8985229730606079,0.8932359218597412,sgd
6299,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,1,0.6763609886169434,0.6715667366981506,0.6765957355499268,0.8978362083435059,0.886788010597229,0.9105406403541564,sgd_momentum
6300,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,1,0.676119041442871,0.6696325063705444,0.6738878130912781,0.8922552466392517,0.8754676580429077,0.9105812907218932,sgd_nesterov
6301,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,0,0.6747156977653503,0.6750483512878418,0.676982581615448,0.8986348509788513,0.8715954422950745,0.9283050298690796,adam
6302,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,0,0.6748124837875367,0.6742746591567993,0.6750483512878418,0.9008917808532716,0.8858141303062439,0.9172190427780152,rms_prop
6303,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd
6304,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_momentum
6305,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,0,0.6748124957084656,0.6735009670257568,0.6765957355499268,0.891213595867157,0.8764443397521973,0.9076772332191468,adam
6306,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_nesterov
6307,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,1,0.6758286833763123,0.6731141209602356,0.6765957355499268,0.908038854598999,0.8941359519958496,0.9234629273414612,adam
6308,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,1,0.6763610005378723,0.6704061985015869,0.6762088894844055,0.9154551029205322,0.929781138896942,0.9031392931938172,rms_prop
6309,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,1,0.6758286714553833,0.6723404288291931,0.675435197353363,0.8925042748451233,0.8957066535949707,0.8907333612442017,sgd
6310,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,1,0.676119041442871,0.6727272748947144,0.675435197353363,0.8862342834472656,0.8699516654014587,0.9042721390724182,sgd_momentum
6311,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,1,0.6755383372306824,0.6715667366981506,0.6738878130912781,0.904623568058014,0.9363165497779846,0.8769431114196777,sgd_nesterov
6312,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,0,0.6758770823478699,0.6727272748947144,0.676982581615448,0.9082694053649902,0.8970205783843994,0.9205995798110962,adam
6313,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,0,0.6760222554206848,0.6731141209602356,0.676982581615448,0.9097396731376648,0.9220792651176452,0.8990716338157654,rms_prop
6314,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd
6315,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,0,0.6687636256217957,0.6700193405151367,0.670406186580658,0.9190053939819336,0.8529411554336548,1.0,sgd_momentum
6316,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,0,0.6752480030059814,0.6711798906326294,0.676982581615448,0.9023137092590332,0.8872566819190979,0.9191834330558776,rms_prop
6317,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_uniform,None,0,0.6691991209983825,0.6696324944496155,0.6696324944496155,0.9190053939819336,0.8529411554336548,1.0,sgd_nesterov
6318,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,1,0.6754415512084961,0.6746615052223206,0.676982581615448,0.897479236125946,0.8882415890693665,0.9081968665122986,adam
6319,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,1,0.674086618423462,0.6711798906326294,0.6696324944496155,0.8985180854797363,0.8725863695144653,0.9273653626441956,rms_prop
6320,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,1,0.6761674284934998,0.6731141209602356,0.6765957355499268,0.9004746675491333,0.8939576745033264,0.9078795909881592,sgd
6321,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,1,0.6753447890281677,0.6746615052223206,0.676982581615448,0.8986477851867676,0.8917633295059204,0.90678071975708,sgd_momentum
6322,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,1,0.6761674165725708,0.6735009670257568,0.6762088894844055,0.9026846885681152,0.9054551720619202,0.9009605050086976,sgd_nesterov
6323,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,adam
6324,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,0,0.6669731497764587,0.6684719681739807,0.6653771996498108,0.8997141122817993,0.8915309309959412,0.910375475883484,rms_prop
6325,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd
6326,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_momentum
6327,3000,0.0001,512,"[125, 100, 75, 50, 25]",0.1,relu,he_normal,None,0,0.6571497678756714,0.6564796805381775,0.6584139108657837,0.8680148124694824,0.80674809217453,0.9428240656852722,sgd
6328,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l1,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd_nesterov
6329,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,1,0.6759254693984985,0.6750483512878418,0.676982581615448,0.9096206426620485,0.8962339758872986,0.9240040183067322,adam
6330,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,1,0.6760706305503845,0.6715667366981506,0.6746615052223206,0.9106057286262512,0.9064728021621704,0.9159714579582214,rms_prop
6331,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,1,0.6758286833763123,0.6723404288291931,0.6731141209602356,0.8953819274902344,0.9073243737220764,0.8858505487442017,sgd
6332,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,1,0.6762158274650574,0.6665377259254456,0.6750483512878418,0.8973811268806458,0.88646000623703,0.9100832939147948,sgd_momentum
6333,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,1,0.6763126015663147,0.6665377378463745,0.6723404288291931,0.8911759853363037,0.8824672102928162,0.9013249278068542,sgd_nesterov
6334,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,0,0.6750060439109802,0.6750483512878418,0.676982581615448,0.894635021686554,0.8718553781509399,0.9195628762245178,adam
6335,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,0,0.6745705366134643,0.6746615052223206,0.6746615052223206,0.8967729806900024,0.9374333024024964,0.861602783203125,rms_prop
6336,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,0,0.6556980609893799,0.655705988407135,0.655705988407135,0.9190053939819336,0.8529411554336548,1.0,sgd
6337,3000,0.001,512,"[125, 100, 75, 50, 25]",0.0,relu,random_normal,l2,0,0.6727800488471984,0.6723404169082642,0.6742746591567993,0.872661828994751,0.8457015752792358,0.902768611907959,sgd_momentum
